,gene,validation,localization
6962,YEL010W,Dubious,null
6963,YMR195W,Verified,null
6964,YOL087C,Verified,null
6966,YAL037W,Uncharacterized,null
6967,YGL146C,Uncharacterized,null
6968,YCR051W,Uncharacterized,null
6969,YBR262C,Verified,null
6970,YPL199C,Uncharacterized,null
6971,YFL036W,Verified,null
6973,YIL051C,Verified,null
6974,YPL057C,Verified,null
6975,YNR010W,Verified,regulation
6978,YNL169C,Verified,regulation
6979,YFR034C,Verified,ion
6980,YHR070W,Verified,null
6981,YDR460W,Verified,ion
6982,YNL112W,Verified,ion
6983,YHL047C,Verified,metabolic process
6985,YOR335C,Verified,null
6986,YLR193C,Verified,metabolic process
6987,YGL251C,Verified,null
6988,YER156C,Uncharacterized,null
6989,YPL255W,Verified,protein
6991,YEL038W,Verified,null
6992,YCL014W,Verified,positive
6993,YOL025W,Verified,regulation
6994,YPL208W,Verified,null
6995,YOL147C,Verified,null
6999,YPR089W,Uncharacterized,null
7001,YPL122C,Verified,ion
7002,YDL086W,Uncharacterized,null
7003,YMR313C,Verified,metabolic process
7004,YGL179C,Verified,protein
7005,YGR120C,Verified,null
7006,YML001W,Verified,regulation
7007,YLL028W,Verified,null
7008,YER016W,Verified,negative
7009,YDR438W,Verified,null
7010,YNL211C,Uncharacterized,null
7011,YLR124W,Dubious,null
7012,YLR026C,Verified,ion
7013,YJR065C,Verified,null
7014,YHR094C,Verified,null
7015,YMR095C,Verified,regulation
7016,YDL033C,Verified,null
7019,YGL247W,Verified,null
7020,YCR100C,Uncharacterized,null
7023,YPL233W,Verified,null
7024,YOR255W,Verified,null
7025,YHR024C,Verified,ion
7026,YOR200W,Dubious,null
7027,YGR251W,Verified,null
7028,YPR047W,Verified,null
7030,YEL016C,Verified,null
7031,YOL128C,Verified,ion
7032,YPL215W,Verified,regulation
7033,YKL153W,Dubious,null
7034,YFL019C,Dubious,null
7035,YMR139W,Verified,ion
7037,YOR172W,Verified,ion
7038,YOR105W,Uncharacterized,null
7040,YPR143W,Verified,null
7041,YDR340W,Dubious,null
7042,YNL322C,Verified,null
7043,YPL090C,Verified,null
7044,YPR078C,Uncharacterized,null
7045,YBL058W,Verified,protein
7046,YFL062W,Verified,catabolic process
7047,YNL197C,Verified,regulation
7048,YLR439W,Verified,null
7049,YCR020C,Verified,null
7050,YDR450W,Verified,null
7051,YCL051W,Verified,regulation
7052,YCR097W,Dubious,ion
7054,YER038C,Verified,null
7055,YPR125W,Verified,ion
7056,YHR049W,Verified,null
7057,YBR007C,Verified,null
7058,YPL001W,Verified,ion
7059,YJL038C,Verified,null
7060,YNL319W,Dubious,null
7062,YNL159C,Verified,catabolic process
7063,YAL014C,Verified,null
7064,YBR243C,Verified,ion
7065,YLR181C,Verified,regulation
7069,YJL012C,Verified,transport
7071,YKR020W,Verified,positive
7072,YMR053C,Verified,null
7073,YKL066W,Dubious,null
7074,YMR004W,Verified,targeting
7075,YER083C,Verified,protein
7076,YPL176C,Verified,catabolic process
7077,YHR172W,Verified,null
7078,YLR263W,Verified,regulation
7079,YDL240W,Verified,regulation
7080,YDR401W,Dubious,null
7081,YFR013W,Verified,null
7082,YHR013C,Verified,ion
7083,YOL040C,Verified,null
7084,YGR072W,Verified,protein
7085,YCL035C,Verified,ion
7086,YIL023C,Verified,ion
7087,YNR073C,Verified,null
7089,YIL072W,Verified,null
7090,YLR327C,Verified,null
7092,YMR100W,Verified,catabolic process
7093,YML133C,Uncharacterized,null
7094,YLR455W,Verified,regulation
7095,YNL247W,Verified,null
7096,YOR054C,Verified,null
7097,YAR042W,Verified,null
7098,YFR028C,Verified,ion
7099,YBR152W,Verified,null
7100,YOR072W,Uncharacterized,null
7101,YDR292C,Verified,ion
7102,YHR126C,Uncharacterized,null
7103,YMR194W,Verified,null
7104,YMR167W,Verified,ion
7105,YOR249C,Verified,ion
7106,YER117W,Verified,null
7107,YOR301W,Verified,null
7108,YKL218C,Verified,null
7109,YBR039W,Verified,null
7110,YLL063C,Verified,null
7111,YAR070C,Dubious,null
7112,YOR276W,Verified,regulation
7113,YMR309C,Verified,null
7114,YOR089C,Verified,targeting
7115,YMR180C,Verified,ion
7116,YGL163C,Verified,positive
7117,YDR417C,Dubious,null
7118,YOL131W,Uncharacterized,null
7119,YDL056W,Verified,regulation
7121,YHR215W,Verified,null
7122,YLL045C,Verified,null
7123,YLR156W,Uncharacterized,null
7124,YLR007W,Verified,ion
7125,YNL261W,Verified,regulation
7126,YMR054W,Verified,null
7127,YDR065W,Verified,null
7128,YNL305C,Verified,null
7129,YJL046W,Verified,ion
7130,YKR078W,Verified,null
7131,YOR191W,Verified,regulation
7132,YDR272W,Verified,ion
7133,YGR289C,Verified,catabolic process
7134,YML020W,Uncharacterized,null
7135,YLR103C,Verified,ion
7137,YEL062W,Verified,ion
7138,YPR064W,Uncharacterized,null
7139,YPR031W,Verified,ion
7141,YNL096C,Verified,null
7142,YDR038C,Verified,ion
7143,YDL187C,Dubious,null
7144,YBR024W,Verified,copper
7145,YER171W,Verified,ion
7146,YDL047W,Verified,repair
7147,YML046W,Verified,null
7148,YGL124C,Verified,regulation
7149,YMR276W,Verified,catabolic process
7150,YEL059W,Dubious,null
7151,YMR149W,Verified,ion
7152,YLR165C,Verified,null
7153,YCR069W,Verified,null
7154,YKL223W,Dubious,null
7155,YLR138W,Verified,null
7157,YJL173C,Verified,repair
7158,YDR152W,Verified,positive
7159,YKL127W,Verified,catabolic process
7160,YDR309C,Verified,ion
7161,YLR386W,Verified,regulation
7162,YLR371W,Verified,negative
7163,YDL169C,Verified,null
7164,YLR092W,Verified,null
7165,YLR423C,Verified,ion
7166,YMR072W,Verified,null
7167,YJR033C,Verified,regulation
7168,YKR056W,Verified,ion
7169,YGL011C,Verified,catabolic process
7170,YIR036C,Verified,null
7171,YMR123W,Verified,null
7172,YGR073C,Dubious,null
7173,YGR209C,Verified,metabolic process
7174,YLR183C,Verified,ion
7175,YNL050C,Uncharacterized,null
7176,YLR240W,Verified,ion
7177,YOR039W,Verified,ion
7178,YDL234C,Verified,regulation
7180,YNL136W,Verified,regulation
7181,YKL049C,Verified,null
7182,YJR080C,Verified,ion
7183,YNR038W,Verified,null
7184,YGL140C,Uncharacterized,null
7185,YCL029C,Verified,negative
7186,YFL038C,Verified,transport
7187,YJR131W,Verified,catabolic process
7191,YDR367W,Verified,null
7194,YGL253W,Verified,regulation
7195,YHL032C,Verified,null
7196,YHL045W,Dubious,null
7197,YOR337W,Verified,null
7198,YMR010W,Verified,null
7199,YOR097C,Uncharacterized,null
7200,YHR118C,Verified,null
7201,YGL075C,Verified,protein
7202,YOL023W,Verified,null
7203,YPL253C,Verified,null
7204,YER154W,Verified,ion
7205,YBR300C,Dubious,null
7206,YEL036C,Verified,ion
7208,YPL124W,Verified,null
7209,YAL042W,Verified,null
7210,YAL035W,Verified,regulation
7211,YBR235W,Verified,ion
7212,YDR001C,Verified,ion
7213,YIL162W,Verified,null
7214,YOL141W,Verified,null
7215,YHR145C,Dubious,null
7216,YBR195C,Verified,null
7217,YIL039W,Verified,null
7218,YGR122W,Verified,regulation
7219,YMR315W,Uncharacterized,null
7220,YGR213C,Verified,null
7221,YDR384C,Verified,ion
7222,YML007W,Verified,regulation
7223,YER063W,Verified,protein
7224,YDR481C,Verified,ion
7226,YPR041W,Verified,regulation
7227,YNL213C,Verified,null
7228,YBR058C,Verified,catabolic process
7229,YLR024C,Verified,ion
7230,YLR071C,Verified,regulation
7231,YHR092C,Verified,null
7232,YDL199C,Uncharacterized,null
7233,YDR434W,Verified,null
7234,YER181C,Verified,null
7235,YNL228W,Dubious,null
7236,YDL064W,Verified,protein
7237,YDL031W,Verified,null
7238,YMR257C,Verified,regulation
7239,YBL108W,Dubious,null
7240,YDR514C,Verified,null
7241,YOR253W,Verified,ion
7243,YDR033W,Verified,null
7244,YGL245W,Verified,null
7245,YGR006W,Verified,null
7246,YGR079W,Uncharacterized,null
7248,YKL151C,Verified,null
7249,YGL198W,Verified,null
7251,YOR170W,Dubious,null
7252,YIL019W,Verified,null
7253,YML069W,Verified,positive
7254,YKR019C,Verified,ion
7255,YKR047W,Dubious,null
7256,YGR279C,Verified,null
7257,YBL056W,Verified,protein
7258,YCR022C,Uncharacterized,null
7259,YLL015W,Verified,ion
7260,YNL195C,Uncharacterized,null
7261,YFL060C,Verified,null
7262,YDR173C,Verified,regulation
7265,YBR072W,Verified,null
7266,YBR005W,Verified,transport
7267,YPR123C,Dubious,null
7268,YDL173W,Verified,null
7269,YJR047C,Verified,positive
7270,YMR006C,Verified,null
7271,YAL016W,Verified,ion
7272,YHR011W,Verified,null
7273,YPL152W,Verified,null
7274,YJL150W,Dubious,null
7275,YNL077W,Verified,ion
7276,YBR109C,Verified,protein
7277,YBR172C,Verified,null
7280,YPL092W,Verified,null
7281,YPL029W,Verified,ion
7283,YNL019C,Uncharacterized,null
7284,YDL242W,Dubious,null
7285,YIL070C,Verified,positive
7286,YER085C,Uncharacterized,null
7287,YJL225C,Uncharacterized,null
7288,YKL064W,Verified,null
7289,YLR265C,Verified,null
7291,YLR287C,Verified,null
7292,YPL174C,Verified,null
7293,YOR070C,Verified,null
7295,YOL093W,Verified,null
7296,YOL042W,Verified,null
7297,YBR189W,Verified,positive
7298,YCL037C,Verified,null
7299,YIL025C,Dubious,null
7300,YNR071C,Uncharacterized,null
7301,YML131W,Verified,null
7303,YNR024W,Verified,ion
7304,YOL108C,Verified,regulation
7305,YLR329W,Verified,null
7306,YPL043W,Verified,null
7307,YCL045C,Verified,null
7308,YKL002W,Verified,catabolic process
7309,YDR328C,Verified,protein
7311,YBR154C,Verified,null
7312,YLR001C,Uncharacterized,null
7314,YER115C,Verified,null
7315,YHR124W,Verified,positive
7316,YER148W,Dubious,null
7317,YCR050C,Uncharacterized,null
7318,YGL033W,Verified,null
7320,YIL087C,Verified,null
7321,YMR192W,Verified,regulation
7322,YMR229C,Verified,null
7323,YLL038C,Verified,protein
7324,YOR056C,Verified,null
7325,YOR270C,Verified,metabolic process
7326,YDR106W,Verified,null
7327,YOL068C,Verified,ion
7328,YMR182C,Verified,regulation
7329,YBR201W,Verified,catabolic process
7330,YLL043W,Verified,transport
7331,YDR415C,Uncharacterized,null
7332,YGL161C,Verified,null
7333,YOL133W,Verified,protein
7334,YNL263C,Verified,null
7335,YHR217C,Dubious,null
7336,YDR128W,Verified,regulation
7337,YOR193W,Verified,null
7338,YER028C,Verified,ion
7340,YMR203W,Verified,null
7341,YKR076W,Verified,ion
7342,YDR225W,Verified,regulation
7343,YDR270W,Verified,transport
7344,YOR181W,Verified,positive
7345,YGR230W,Verified,null
7346,YPR062W,Verified,null
7347,YDR528W,Verified,null
7348,YER173W,Verified,ion
7349,YBR026C,Verified,null
7350,YDL185W,Verified,protein
7351,YBR091C,Verified,null
7352,YNL094W,Verified,metabolic process
7353,YGL056C,Verified,null
7354,YPL227C,Verified,ion
7356,YML019W,Verified,ion
7358,YLR163C,Verified,ion
7359,YLR178C,Verified,ion
7360,YKL225W,Dubious,null
7361,YJL175W,Dubious,null
7362,YBL079W,Verified,ion
7363,YNL056W,Verified,null
7365,YDR150W,Verified,null
7366,YKL125W,Verified,null
7367,YKL170W,Verified,null
7368,YPR157W,Uncharacterized,null
7369,YLR384C,Verified,regulation
7370,YPL060W,Verified,ion
7371,YML099C,Verified,metabolic process
7372,YLR421C,Verified,catabolic process
7373,YLR090W,Verified,null
7374,YDL212W,Verified,transport
7375,YJR064W,Verified,null
7377,YER046W,Dubious,null
7379,YIR030C,Verified,null
7380,YKR050W,Verified,regulation
7381,YMR121C,Verified,null
7382,YGL017W,Verified,ion
7383,YDL150W,Verified,null
7385,YOL165C,Verified,null
7386,YIL139C,Verified,null
7387,YLR246W,Verified,targeting
7388,YJR119C,Verified,regulation
7391,YJL206C,Uncharacterized,null
7392,YIL142W,Verified,null
7393,YGL082W,Uncharacterized,null
7394,YNL138W,Verified,protein
7395,YDL236W,Verified,ion
7397,YGR179C,Verified,null
7398,YGR102C,Verified,null
7400,YHR188C,Verified,null
7401,YNL116W,Verified,protein
7402,YJR087W,Dubious,null
7403,YDR361C,Verified,null
7404,YLR445W,Verified,protein
7406,YGL255W,Verified,ion
7407,YFR007W,Verified,null
7408,YLR333C,Verified,null
7409,YHR103W,Verified,null
7411,YGL077C,Verified,null
7412,YPL204W,Verified,repair
7413,YPL251W,Dubious,null
7414,YBR302C,Verified,catabolic process
7415,YOR091W,Verified,null
7416,YGR026W,Uncharacterized,null
7417,YAL040C,Verified,protein
7418,YDR288W,Verified,null
7419,YGL208W,Verified,protein
7420,YNL284C,Verified,null
7421,YIL164C,Verified,null
7423,YBR237W,Verified,null
7424,YBR197C,Verified,null
7425,YHR147C,Verified,null
7427,YPL126W,Verified,positive
7428,YMR317W,Uncharacterized,null
7429,YOR251C,Verified,null
7430,YPR181C,Verified,ion
7431,YCL008C,Verified,targeting
7432,YEL064C,Verified,null
7433,YML005W,Verified,null
7434,YOR393W,Verified,null
7435,YDL059C,Verified,repair
7436,YOR204W,Verified,null
7437,YEL012W,Verified,catabolic process
7438,YBL040C,Verified,ion
7439,YPR043W,Verified,null
7440,YDR382W,Verified,positive
7441,YDR483W,Verified,ion
7444,YLR402W,Dubious,null
7445,YLR073C,Verified,ion
7447,YHR090C,Verified,ion
7449,YHR030C,Verified,ion
7451,YDR143C,Verified,catabolic process
7452,YIL011W,Verified,null
7453,YEL034W,Verified,positive
7454,YHL015W,Verified,null
7456,YKL208W,Verified,null
7457,YGR004W,Verified,null
7458,YML110C,Verified,null
7459,YGL048C,Verified,ion
7460,YGL243W,Verified,null
7461,YKL106W,Verified,null
7462,YPR029C,Verified,null
7463,YJL034W,Verified,protein
7464,YFL048C,Verified,null
7465,YLR117C,Verified,null
7467,YOR109W,Verified,null
7468,YBL089W,Verified,null
7469,YDL084W,Verified,ion
7470,YCL055W,Verified,positive
7471,YGL116W,Verified,regulation
7472,YBL054W,Verified,ion
7473,YCR024C,Verified,null
7474,YMR102C,Uncharacterized,null
7475,YCR071C,Verified,null
7479,YOR154W,Verified,null
7482,YGR226C,Dubious,null
7483,YNL315C,Verified,transport
7484,YPR174C,Verified,null
7485,YJR045C,Verified,positive
7486,YMR008C,Verified,null
7487,YDR349C,Verified,null
7488,YDL171C,Verified,null
7489,YKL062W,Verified,regulation
7490,YJR010W,Verified,ion
7491,YJL218W,Uncharacterized,null
7492,YLR222C,Dubious,null
7493,YDR093W,Verified,transport
7494,YMR282C,Verified,null
7496,YFL022C,Verified,null
7497,YPL109C,Uncharacterized,null
7498,YJL156C,Verified,null
7500,YMR088C,Verified,null
7501,YGR211W,Verified,ion
7502,YKL139W,Verified,protein
7504,YDR344C,Dubious,null
7505,YJL016W,Uncharacterized,null
7506,YDR332W,Verified,null
7507,YPL189W,Verified,null
7508,YLR285W,Verified,null
7509,YLR267W,Uncharacterized,null
7510,YDL219W,Verified,catabolic process
7511,YNL017C,Dubious,null
7512,YCR086W,Verified,ion
7514,YKR024C,Verified,null
7515,YBR156C,Verified,ion
7516,YOR076C,Verified,catabolic process
7517,YDR405W,Verified,null
7518,YOL091W,Verified,null
7520,YIL027C,Verified,null
7521,YLR459W,Verified,null
7522,YNL243W,Verified,null
7523,YNR026C,Verified,ion
7524,YHL044W,Uncharacterized,null
7526,YNL297C,Verified,targeting
7527,YBR170C,Verified,catabolic process
7528,YGR149W,Uncharacterized,null
7529,YPL041C,Uncharacterized,null
7530,YKL193C,Verified,protein
7531,YPR099C,Dubious,null
7532,YLR310C,Verified,ion
7533,YNR008W,Verified,null
7534,YJR150C,Verified,null
7535,YBR301W,Verified,null
7536,YFL011W,Verified,null
7538,YER113C,Verified,copper
7540,YHL017W,Uncharacterized,null
7541,YOR305W,Verified,null
7542,YIL085C,Verified,ion
7543,YMR190C,Verified,repair
7544,YLR325C,Verified,null
7545,YCL076W,Dubious,null
7546,YOR272W,Verified,null
7547,YMR184W,Verified,catabolic process
7548,YDR413C,Dubious,null
7549,YOR358W,Verified,regulation
7550,YCL032W,Verified,null
7551,YAR029W,Uncharacterized,null
7552,YNL238W,Verified,null
7553,YJL198W,Verified,transport
7556,YLL041C,Verified,null
7557,YKR074W,Verified,null
7558,YOR195W,Verified,positive
7560,YMR201C,Verified,ion
7561,YLR069C,Verified,null
7562,YML042W,Verified,null
7563,YDR069C,Verified,ion
7565,YEL066W,Verified,ion
7567,YDR542W,Verified,null
7568,YDR227W,Verified,regulation
7570,YKR013W,Verified,null
7571,YCR038C,Verified,null
7572,YOR157C,Verified,catabolic process
7574,YBR093C,Verified,starvation
7575,YBL112C,Uncharacterized,null
7576,YDR034C,Uncharacterized,regulation
7577,YGL054C,Verified,ion
7578,YLR134W,Verified,metabolic process
7579,YLR161W,Uncharacterized,null
7580,YPL225W,Verified,null
7581,YPL270W,Verified,null
7582,YDL012C,Verified,null
7583,YDR218C,Verified,null
7584,YLR299W,Verified,ion
7585,YFL003C,Verified,null
7586,YGL139W,Verified,null
7587,YNL054W,Verified,regulation
7589,YPL062W,Dubious,null
7590,YPR155C,Verified,metabolic process
7591,YOR137C,Verified,null
7592,YKL123W,Dubious,null
7593,YKL172W,Verified,null
7594,YNL336W,Verified,catabolic process
7595,YDR305C,Verified,null
7597,YPR100W,Verified,null
7598,YDR358W,Verified,protein
7599,YLR096W,Verified,ion
7600,YKR052C,Verified,ion
7601,YER040W,Verified,positive
7602,YDL152W,Dubious,null
7603,YGL015C,Uncharacterized,null
7604,YJR066W,Verified,ion
7605,YMR127C,Verified,ion
7606,YIL140W,Verified,null
7607,YOL163W,Uncharacterized,null
7608,YLR197W,Verified,null
7609,YBR213W,Verified,null
7610,YAL064W,Verified,null
7611,YJL204C,Verified,null
7612,YLR244C,Verified,regulation
7613,YJR084W,Verified,null
7614,YLR233C,Verified,ion
7615,YDL238C,Verified,null
7616,YGL084C,Verified,catabolic process
7617,YPR033C,Verified,null
7618,YLR382C,Verified,null
7619,YLR219W,Verified,null
7620,YDR363W,Verified,ion
7621,YNL114C,Dubious,null
7624,YHL036W,Verified,null
7625,YFR050C,Verified,catabolic process
7626,YLR331C,Dubious,null
7627,YNR069C,Verified,null
7628,YGR126W,Uncharacterized,null
7629,YAR019C,Verified,ion
7630,YOR024W,Dubious,null
7631,YGL071W,Verified,regulation
7632,YGL257C,Verified,ion
7633,YGR020C,Verified,null
7634,YOR093C,Uncharacterized,null
7635,YAL046C,Verified,ion
7636,YDR198C,Verified,null
7638,YGR100W,Verified,protein
7639,YER060W,Verified,null
7640,YOL118C,Dubious,null
7641,YDR286C,Uncharacterized,null
7642,YHR141C,Verified,null
7643,YPL128C,Verified,negative
7645,YBR191W,Dubious,null
7646,YDR380W,Verified,ion
7647,YGL100W,Verified,positive
7648,YGR047C,Verified,null
7649,YDR485C,Verified,null
7650,YPL239W,Verified,protein
7653,YEL049W,Verified,null
7655,YBR089W,Dubious,null
7656,YLR075W,Verified,null
7657,YBR054W,Verified,null
7658,YLR020C,Verified,metabolic process
7659,YNL217W,Uncharacterized,null
7660,YER067W,Verified,null
7661,YIL013C,Verified,null
7662,YPL206C,Verified,null
7663,YDL060W,Verified,null
7665,YBR293W,Verified,null
7666,YNR052C,Verified,ion
7667,YHR032W,Dubious,null
7668,YEL032W,Verified,ion
7669,YOL076W,Verified,regulation
7671,YHR203C,Verified,null
7672,YML112W,Verified,ion
7673,YGL241W,Verified,ion
7674,YDL071C,Dubious,null
7675,YPR176C,Verified,targeting
7676,YDR057W,Verified,catabolic process
7677,YJL036W,Verified,targeting
7678,YER009W,Verified,transport
7679,YBR011C,Verified,null
7680,YLR115W,Verified,null
7681,YLR140W,Dubious,null
7682,YGL114W,Uncharacterized,null
7683,YER167W,Verified,positive
7684,YMR104C,Verified,null
7685,YER185W,Verified,null
7688,YCR026C,Verified,starvation
7689,YBL052C,Verified,histone
7690,YBR076W,Verified,null
7691,YNL317W,Verified,null
7692,YLL019C,Verified,ion
7693,YDR177W,Verified,protein
7694,YHR052W,Dubious,catabolic process
7695,YKR026C,Verified,ion
7696,YJR043C,Verified,ion
7697,YJR012C,Uncharacterized,null
7699,YCR044C,Verified,null
7700,YDL177C,Uncharacterized,null
7701,YNL073W,Verified,null
7702,YMR280C,Verified,regulation
7703,YFL020C,Verified,null
7704,YNL328C,Verified,null
7705,YJL014W,Verified,null
7706,YGR217W,Verified,ion
7707,YOR174W,Verified,null
7708,YPR149W,Verified,regulation
7709,YNL015W,Verified,ion
7710,YCR084C,Verified,regulation
7711,YHR178W,Verified,regulation
7713,YLR283W,Uncharacterized,null
7714,YPL170W,Verified,ion
7715,YJL221C,Verified,null
7718,YER089C,Verified,protein
7721,YJR152W,Verified,null
7722,YKL025C,Verified,ion
7723,YAR008W,Verified,null
7724,YBR158W,Verified,regulation
7725,YOL097C,Verified,null
7726,YOR110W,Verified,null
7727,YDR407C,Verified,regulation
7728,YNR020C,Verified,protein
7729,YBR258C,Verified,ion
7730,YNL146W,Uncharacterized,null
7731,YAL007C,Verified,ion
7732,YBR223C,Verified,null
7733,YNL241C,Verified,null
7734,YJL154C,Verified,protein
7735,YDR091C,Verified,positive
7736,YJL123C,Verified,null
7737,YHR066W,Verified,null
7738,YPL047W,Verified,ion
7741,YPL173W,Verified,null
7742,YFR026C,Verified,null
7743,YDR373W,Verified,ion
7744,YGL238W,Verified,null
7745,YJL165C,Verified,ion
7746,YNL128W,Verified,null
7749,YNR006W,Verified,targeting
7750,YHR120W,Verified,ion
7751,YAR050W,Verified,protein
7752,YOL137W,Verified,null
7753,YDR530C,Verified,null
7754,YER111C,Verified,regulation
7755,YER144C,Verified,ion
7756,YOL039W,Verified,null
7758,YHL011C,Verified,null
7759,YGL173C,Verified,positive
7760,YMR303C,Verified,metabolic process
7761,YDR307W,Uncharacterized,null
7762,YDR411C,Verified,catabolic process
7763,YBR205W,Verified,ion
7764,YOR321W,Verified,ion
7765,YMR186W,Verified,null
7766,YMR278W,Verified,null
7767,YLR136C,Verified,ion
7768,YGL260W,Uncharacterized,null
7770,YML015C,Verified,null
7771,YOR197W,Verified,catabolic process
7772,YKR089C,Verified,metabolic process
7773,YDL041W,Dubious,null
7774,YKR072C,Verified,ion
7775,YDL014W,Verified,histone
7776,YDR260C,Verified,ion
7777,YER079W,Uncharacterized,null
7778,YER024W,Verified,null
7779,YOR230W,Verified,negative
7780,YGR234W,Verified,null
7781,YMR178W,Verified,null
7782,YPR037C,Verified,null
7783,YEL068C,Uncharacterized,null
7784,YNL090W,Verified,null
7785,YOR307C,Verified,null
7786,YGL052W,Dubious,null
7787,YBR095C,Verified,regulation
7788,YDR036C,Verified,ion
7790,YPL223C,Verified,null
7791,YPL272C,Uncharacterized,null
7792,YBR203W,Verified,null
7793,YOL002C,Verified,regulation
7794,YFL005W,Verified,ion
7795,YCR010C,Verified,ion
7797,YDR154C,Dubious,null
7798,YMR125W,Verified,positive
7799,YJR031C,Verified,ion
7800,YGL180W,Verified,ion
7801,YGR118W,Verified,regulation
7803,YPR102C,Verified,null
7804,YOR135C,Dubious,null
7805,YGL123W,Verified,regulation
7806,YDR303C,Verified,ion
7807,YPL086C,Verified,regulation
7808,YPR153W,Verified,null
7809,YMR042W,Verified,regulation
7810,YLL003W,Verified,null
7811,YLR425W,Verified,null
7812,YDR109C,Uncharacterized,null
7814,YLR109W,Verified,null
7815,YKR009C,Verified,null
7816,YMR078C,Verified,ion
7817,YLR094C,Verified,null
7818,YDL154W,Verified,null
7819,YLR041W,Dubious,null
7820,YJR060W,Verified,regulation
7821,YNL161W,Verified,protein
7823,YLR195C,Verified,null
7824,YJL202C,Dubious,null
7825,YOL161C,Verified,null
7827,YKL016C,Verified,null
7828,YPL111W,Verified,regulation
7829,YKL174C,Verified,null
7830,YKL121W,Uncharacterized,null
7831,YLR380W,Verified,protein
7832,YMR012W,Verified,null
7833,YER093C,Verified,ion
7834,YDL201W,Verified,null
7835,YDR468C,Verified,null
7836,YFR003C,Verified,ion
7837,YIL033C,Verified,regulation
7838,YOR368W,Verified,ion
7839,YGR128C,Verified,positive
7840,YIL048W,Verified,ion
7841,YLR337C,Verified,regulation
7842,YOL056W,Verified,null
7843,YFR052W,Verified,catabolic process
7845,YGL073W,Verified,ion
7846,YGL259W,Uncharacterized,null
7847,YGR022C,Dubious,null
7848,YGR106C,Verified,null
7849,YGL086W,Verified,ion
7850,YAL044C,Verified,metabolic process
7851,YPR081C,Verified,null
7852,YBR124W,Dubious,null
7853,YDR284C,Verified,null
7854,YJL097W,Verified,ion
7855,YOR121C,Dubious,null
7856,YOR048C,Verified,negative
7857,YHR143W,Verified,null
7859,YPL042C,Verified,regulation
7860,YBL044W,Uncharacterized,null
7861,YDR430C,Verified,catabolic process
7863,YDR487C,Verified,null
7864,YPR185W,Verified,ion
7867,YBR056W,Uncharacterized,null
7868,YNL219C,Verified,ion
7869,YHR034C,Verified,null
7870,YBL019W,Verified,ion
7871,YOL070C,Verified,null
7872,YDL062W,Dubious,null
7873,YGR150C,Verified,null
7874,YPL200W,Verified,ion
7876,YDR130C,Verified,protein
7877,YIL015W,Verified,catabolic process
7878,YEL030W,Verified,ion
7879,YBR291C,Verified,null
7880,YML114C,Verified,null
7881,YCR108C,Uncharacterized,null
7882,YHR201C,Verified,null
7883,YNL299W,Verified,catabolic process
7884,YGR008C,Verified,null
7885,YNL311C,Verified,metabolic process
7886,YPR170C,Dubious,null
7887,YJL030W,Verified,null
7888,YDR165W,Verified,null
7890,YBR074W,Verified,null
7891,YOR150W,Verified,null
7892,YDR055W,Verified,null
7893,YML036W,Verified,positive
7894,YDL088C,Verified,null
7895,YLR113W,Verified,ion
7896,YLR142W,Verified,null
7897,YLL058W,Uncharacterized,null
7899,YER130C,Verified,null
7900,YER165W,Verified,ion
7901,YMR106C,Verified,ion
7902,YER187W,Uncharacterized,null
7903,YGL112C,Verified,histone
7904,YMR244W,Uncharacterized,null
7905,YPR049C,Verified,ion
7906,YDL008W,Verified,ion
7907,YBL050W,Verified,null
7908,YJR086W,Verified,protein
7909,YJR014W,Verified,null
7910,YHR050W,Uncharacterized,ion
7911,YGR257C,Verified,ion
7912,YPL018W,Verified,protein
7913,YPL185W,Dubious,null
7914,YJR041C,Verified,null
7915,YDL248W,Verified,catabolic process
7916,YKR028W,Verified,null
7918,YMR286W,Verified,null
7919,YDL175C,Verified,catabolic process
7920,YKL168C,Verified,null
7921,YFL026W,Verified,protein
7922,YDL102W,Verified,null
7924,YDL128W,Verified,ion
7925,YPL098C,Verified,null
7926,YMR033W,Verified,positive
7927,YPR003C,Uncharacterized,null
7928,YGR262C,Verified,protein
7929,YDR202C,Verified,regulation
7930,YGR215W,Verified,null
7931,YNL013C,Dubious,null
7932,YDR253C,Verified,regulation
7933,YCR082W,Verified,ion
7934,YJL223C,Verified,null
7935,YOR001W,Verified,catabolic process
7937,YLR276C,Verified,null
7938,YJR154W,Uncharacterized,null
7939,YNL140C,Uncharacterized,null
7941,YOL095C,Verified,null
7942,YNR022C,Verified,null
7943,YDR409W,Verified,protein
7945,YAL005C,Verified,ion
7946,YDR097C,Verified,ion
7947,YBR174C,Dubious,null
7950,YBR103W,Verified,ion
7951,YNR004W,Verified,null
7953,YHR064C,Verified,regulation
7954,YKL197C,Verified,null
7956,YDR377W,Verified,null
7957,YIR007W,Verified,null
7958,YPL045W,Verified,targeting
7960,YFR020W,Verified,null
7961,YNL126W,Verified,null
7962,YOR327C,Verified,ion
7963,YOL139C,Verified,ion
7964,YBR207W,Verified,ion
7965,YNL269W,Verified,null
7966,YDR532C,Verified,null
7967,YKL210W,Verified,ion
7968,YER146W,Verified,null
7969,YHR159W,Uncharacterized,null
7970,YPL132W,Verified,ion
7971,YIL114C,Verified,ion
7972,YJL089W,Verified,regulation
